stck_oprc,stck_hgpr,stck_lwpr,stck_prpr,cntg_vol
2995.0,3060.0,2995.0,3055.0,145256
3055.0,3085.0,3025.0,3060.0,111240
3045.0,3140.0,3045.0,3110.0,233641
3115.0,3165.0,3110.0,3165.0,509809
3165.0,3165.0,3165.0,3165.0,60043
3165.0,3165.0,3165.0,3165.0,5071
3165.0,3165.0,3165.0,3165.0,19136
3165.0,3165.0,3165.0,3165.0,10743
3165.0,3165.0,3165.0,3165.0,2019
3165.0,3165.0,3165.0,3165.0,16375
3165.0,3165.0,3165.0,3165.0,7132
3165.0,3165.0,3165.0,3165.0,3462
3165.0,3165.0,3165.0,3165.0,6076
3165.0,3165.0,3165.0,3165.0,4056
3165.0,3165.0,3165.0,3165.0,16748
3165.0,3165.0,3165.0,3165.0,24982
3165.0,3165.0,3165.0,3165.0,446
3165.0,3165.0,3165.0,3165.0,1863
3165.0,3165.0,3105.0,3165.0,425425
3165.0,3165.0,3050.0,3165.0,429175
3165.0,3165.0,3120.0,3165.0,134898
3165.0,3165.0,3105.0,3165.0,176163
3165.0,3165.0,3100.0,3125.0,283274
3120.0,3135.0,3065.0,3135.0,316653
3130.0,3160.0,3115.0,3155.0,139897
3155.0,3165.0,3135.0,3165.0,197810
3165.0,3165.0,3165.0,3165.0,14187
3165.0,3165.0,3165.0,3165.0,5295
3165.0,3165.0,3165.0,3165.0,0
3165.0,3165.0,3165.0,3165.0,10609
3165.0,3165.0,3165.0,3165.0,1164
3165.0,3165.0,3165.0,3165.0,2511
3165.0,3165.0,3165.0,3165.0,4167
3165.0,3165.0,3165.0,3165.0,37
3165.0,3165.0,3165.0,3165.0,2646
3165.0,3165.0,3165.0,3165.0,8607
3165.0,3165.0,3165.0,3165.0,264
3165.0,3165.0,3165.0,3165.0,32649
3165.0,3165.0,3165.0,3165.0,20432
3165.0,3165.0,3120.0,3160.0,335215
3160.0,3165.0,3140.0,3160.0,109886
3160.0,3160.0,3065.0,3090.0,365047
3090.0,3120.0,3055.0,3090.0,224078
3090.0,3115.0,3090.0,3115.0,77357
3115.0,3115.0,3040.0,3080.0,266882
3075.0,3160.0,3065.0,3115.0,178593
3110.0,3135.0,3090.0,3120.0,102002
3120.0,3125.0,3095.0,3125.0,64798
3120.0,3125.0,3095.0,3107.0,67880
3110.0,3120.0,3005.0,3030.0,348320
3040.0,3085.0,3010.0,3060.0,177247
3050.0,3095.0,3000.0,3090.0,199913
3095.0,3115.0,3065.0,3115.0,188699
3110.0,3125.0,3060.0,3080.0,99305
3080.0,3095.0,3030.0,3065.0,110270
3060.0,3095.0,3040.0,3090.0,108732
3095.0,3115.0,3080.0,3100.0,96083
2880.0,3080.0,2835.0,3055.0,837217
3055.0,3340.0,3030.0,3285.0,967204
3285.0,3380.0,3010.0,3090.0,1038467
3085.0,3090.0,3020.0,3020.0,316705
3025.0,3130.0,3020.0,3085.0,187140
3085.0,3110.0,3015.0,3075.0,226158
3085.0,3085.0,3030.0,3040.0,122089
3045.0,3150.0,3030.0,3135.0,306739
3140.0,3255.0,3135.0,3210.0,314644
3210.0,3230.0,3120.0,3190.0,297120
3190.0,3230.0,3170.0,3175.0,166463
3175.0,3195.0,3135.0,3145.0,145830
3150.0,3195.0,3140.0,3145.0,111827
3140.0,3185.0,3135.0,3185.0,79522
3185.0,3185.0,3095.0,3095.0,110973
3100.0,3165.0,3090.0,3160.0,63331
3160.0,3160.0,3120.0,3125.0,46668
3125.0,3165.0,3100.0,3165.0,84060
3165.0,3165.0,3125.0,3135.0,64674
3135.0,3150.0,3130.0,3135.0,30694
3130.0,3140.0,3120.0,3120.0,40875
3120.0,3155.0,3105.0,3150.0,83456
3155.0,3170.0,3130.0,3145.0,71072
3145.0,3155.0,3100.0,3100.0,42515
3100.0,3115.0,3080.0,3100.0,48588
3110.0,3165.0,3100.0,3165.0,29455
