stck_oprc,stck_hgpr,stck_lwpr,stck_prpr,cntg_vol
16040.0,16085.0,16000.0,16020.0,135461
16015.0,16145.0,16005.0,16145.0,170320
16145.0,16205.0,16135.0,16200.0,30469
16200.0,16220.0,16190.0,16210.0,37637
16220.0,16225.0,16175.0,16195.0,42413
16195.0,16205.0,16150.0,16205.0,39761
16195.0,16205.0,16175.0,16180.0,33012
16180.0,16190.0,16155.0,16180.0,48672
16180.0,16210.0,16175.0,16190.0,61055
16190.0,16200.0,16160.0,16170.0,38143
16170.0,16220.0,16160.0,16220.0,32011
16215.0,16230.0,16205.0,16210.0,68500
16575.0,16715.0,16460.0,16700.0,0
16710.0,16710.0,16555.0,16620.0,300664
16630.0,16750.0,16600.0,16745.0,364153
16745.0,16845.0,16710.0,16830.0,381967
16820.0,16840.0,16620.0,16625.0,315096
16630.0,16690.0,16535.0,16630.0,457393
16630.0,16760.0,16620.0,16740.0,277199
16745.0,16845.0,16745.0,16785.0,255658
16790.0,16790.0,16715.0,16730.0,216037
16720.0,16760.0,16650.0,16720.0,255550
16720.0,16760.0,16695.0,16730.0,119135
16735.0,16790.0,16685.0,16750.0,186092
16750.0,16815.0,16730.0,16780.0,177692
16775.0,16860.0,16750.0,16840.0,304347
16840.0,16850.0,16745.0,16765.0,108506
16765.0,16825.0,16725.0,16810.0,136072
16810.0,16850.0,16775.0,16840.0,81370
16845.0,16895.0,16835.0,16890.0,205579
16890.0,16930.0,16865.0,16885.0,271040
16870.0,16895.0,16810.0,16880.0,137663
16880.0,16890.0,16795.0,16845.0,109168
16855.0,16965.0,16845.0,16960.0,194965
16960.0,16965.0,16795.0,16830.0,211002
16835.0,16865.0,16775.0,16840.0,318248
16830.0,16845.0,16725.0,16780.0,183852
16790.0,16880.0,16785.0,16875.0,130922
16880.0,16880.0,16815.0,16850.0,49474
16850.0,16855.0,16785.0,16835.0,83133
16835.0,16900.0,16810.0,16900.0,57586
16895.0,16900.0,16865.0,16885.0,96502
16890.0,16900.0,16865.0,16890.0,76523
16890.0,16935.0,16880.0,16925.0,42258
16925.0,16955.0,16915.0,16930.0,79531
16930.0,16935.0,16875.0,16890.0,45387
16890.0,16890.0,16820.0,16845.0,60774
16850.0,16900.0,16850.0,16890.0,40579
16890.0,16910.0,16885.0,16910.0,40646
16915.0,16970.0,16910.0,16970.0,106438
16970.0,16970.0,16945.0,16960.0,62218
16960.0,16965.0,16940.0,16950.0,34080
16950.0,16955.0,16910.0,16925.0,34455
16935.0,16945.0,16900.0,16915.0,42015
16925.0,16935.0,16890.0,16905.0,40272
16900.0,16915.0,16880.0,16915.0,42370
16915.0,16950.0,16905.0,16940.0,46815
16950.0,16955.0,16920.0,16950.0,54028
16955.0,16960.0,16925.0,16945.0,67102
16945.0,16960.0,16930.0,16960.0,53313
16950.0,16965.0,16930.0,16945.0,107742
16955.0,16985.0,16950.0,16950.0,206490
16950.0,16990.0,16930.0,16985.0,80165
16980.0,17015.0,16965.0,17010.0,273753
17010.0,17035.0,16985.0,16990.0,213337
16985.0,16990.0,16950.0,16975.0,126159
16975.0,17015.0,16970.0,17010.0,84485
17005.0,17010.0,16970.0,16980.0,75254
16980.0,16985.0,16930.0,16965.0,78612
16955.0,16970.0,16900.0,16915.0,105395
16910.0,16930.0,16850.0,16920.0,267327
16925.0,16960.0,16910.0,16910.0,84027
16910.0,16915.0,16825.0,16830.0,120401
16835.0,16895.0,16835.0,16895.0,63513
16890.0,16930.0,16880.0,16915.0,39564
16925.0,16945.0,16905.0,16935.0,48430
16940.0,16965.0,16935.0,16955.0,61674
16955.0,16985.0,16945.0,16980.0,55879
16980.0,17000.0,16970.0,16990.0,40172
17000.0,17015.0,16960.0,16980.0,120460
16980.0,17005.0,16960.0,16985.0,70966
16985.0,17035.0,16960.0,17025.0,129045
17025.0,17055.0,17020.0,17050.0,128227
17050.0,17060.0,17035.0,17060.0,98144
16800.0,17070.0,16700.0,16985.0,568127
16980.0,17070.0,16850.0,16970.0,475329
16970.0,17020.0,16915.0,16945.0,270112
16945.0,17015.0,16820.0,16872.0,338017
16875.0,17035.0,16805.0,16995.0,288580
16980.0,17020.0,16950.0,17020.0,182416
17010.0,17055.0,16885.0,16890.0,338521
16890.0,16920.0,16845.0,16905.0,118552
16910.0,16945.0,16865.0,16875.0,110244
16875.0,16875.0,16720.0,16765.0,309441
16780.0,16810.0,16690.0,16800.0,399698
16795.0,16880.0,16790.0,16880.0,91280
16880.0,17000.0,16865.0,16995.0,89615
16990.0,17000.0,16940.0,16995.0,114224
16990.0,17050.0,16990.0,17050.0,126650
17045.0,17080.0,16990.0,17015.0,135687
17010.0,17045.0,16995.0,17045.0,73271
17045.0,17060.0,17015.0,17025.0,118673
17025.0,17025.0,16960.0,17000.0,137878
16995.0,17020.0,16970.0,17000.0,57785
17000.0,17035.0,16935.0,16935.0,91920
16940.0,16990.0,16915.0,16925.0,94246
16925.0,16970.0,16875.0,16965.0,83822
16960.0,17000.0,16945.0,16990.0,94201
16990.0,17020.0,16970.0,17005.0,78597
17010.0,17020.0,16980.0,17000.0,43419
17000.0,17060.0,16990.0,17050.0,76108
17055.0,17110.0,17010.0,17025.0,138840
17025.0,17030.0,16960.0,16970.0,54080
16965.0,16980.0,16950.0,16955.0,22605
16955.0,16965.0,16935.0,16945.0,33343
16940.0,16950.0,16910.0,16925.0,88089
16925.0,16940.0,16895.0,16920.0,44840
16920.0,16985.0,16905.0,16985.0,47721
16985.0,17000.0,16975.0,16990.0,25764
16990.0,17020.0,16980.0,16995.0,44773
16990.0,17025.0,16980.0,17000.0,35432
17005.0,17010.0,16990.0,17000.0,20413
17010.0,17030.0,16995.0,17005.0,20185
17005.0,17010.0,16990.0,17005.0,19011
17005.0,17020.0,16995.0,17010.0,16169
17020.0,17035.0,17005.0,17030.0,35251
17030.0,17050.0,17010.0,17050.0,30567
17045.0,17060.0,17035.0,17045.0,56628
17045.0,17120.0,17030.0,17120.0,48123
17120.0,17165.0,17110.0,17160.0,74627
17165.0,17210.0,17150.0,17205.0,196583
17205.0,17220.0,17185.0,17210.0,128713
17215.0,17225.0,17175.0,17200.0,111992
17195.0,17280.0,17190.0,17280.0,192002
17280.0,17320.0,17260.0,17300.0,246464
17290.0,17300.0,17265.0,17280.0,62236
17275.0,17290.0,17225.0,17290.0,47444
17290.0,17365.0,17285.0,17350.0,198716
17355.0,17355.0,17280.0,17305.0,108072
17300.0,17325.0,17290.0,17320.0,47990
17320.0,17345.0,17265.0,17275.0,81856
17275.0,17295.0,17255.0,17290.0,40555
17290.0,17315.0,17275.0,17290.0,54513
17290.0,17300.0,17255.0,17265.0,53313
17270.0,17285.0,17245.0,17255.0,44810
17255.0,17285.0,17250.0,17260.0,27621
17260.0,17270.0,17210.0,17220.0,33796
17235.0,17240.0,17115.0,17150.0,76021
17145.0,17170.0,17120.0,17165.0,30011
17165.0,17200.0,17155.0,17195.0,33580
17195.0,17200.0,17170.0,17190.0,24476
17195.0,17195.0,17160.0,17170.0,45067
17170.0,17170.0,17125.0,17130.0,41270
17130.0,17130.0,17075.0,17100.0,52442
17095.0,17130.0,17090.0,17120.0,46269
17120.0,17160.0,17105.0,17155.0,56498
17390.0,17840.0,17385.0,17830.0,1663419
17835.0,17955.0,17775.0,17795.0,1236614
17795.0,17930.0,17670.0,17900.0,879107
17905.0,18090.0,17900.0,18060.0,903828
18080.0,18270.0,18075.0,18240.0,1212284
18240.0,18260.0,18025.0,18067.0,853276
18065.0,18175.0,17980.0,17995.0,400731
17990.0,18000.0,17845.0,17875.0,310472
17880.0,17885.0,17745.0,17815.0,374645
17820.0,17850.0,17705.0,17725.0,395687
17725.0,17780.0,17645.0,17740.0,319513
17755.0,17785.0,17690.0,17765.0,177058
17765.0,17795.0,17670.0,17680.0,210640
17675.0,17685.0,17615.0,17635.0,141495
17635.0,17795.0,17630.0,17765.0,176907
17785.0,17835.0,17770.0,17810.0,141340
17805.0,17820.0,17710.0,17765.0,191247
17770.0,17800.0,17745.0,17790.0,84185
17790.0,17840.0,17785.0,17830.0,82817
17840.0,17875.0,17760.0,17775.0,144290
17775.0,17810.0,17730.0,17800.0,73362
17800.0,17865.0,17775.0,17845.0,92277
17845.0,17865.0,17825.0,17840.0,80052
17845.0,17845.0,17800.0,17805.0,23671
